content_asli,teks_bersih,score,sentimen,at,panjang_asli,panjang_bersih,thumbsUpCount
"belanja di shopee murah, amanah, tidak murahan, aman, puas, mau pesan lagi dan lagi",belanja murah amanah tidak murah aman puas mau pesan,5,Positif,2026-05-12 19:42:56,14,9,0
"shoope makin buruk,pengiriman lambat,udah stuck 1 minggu lebih kaga jalan paket nya",shoope makin buruk kirim lambat stuck minggu lebih kaga jalan paket,1,Negatif,2026-05-12 19:41:35,12,11,0
saya senang berbelanja di Shopee banyak bonus dan barang yg di beli sesuai dgn yg di promosikan,senang belanja banyak bonus barang beli sesuai promosi,5,Positif,2026-05-12 19:40:53,17,8,0
shopee the best,the best,5,Positif,2026-05-12 19:40:45,3,2,0
"SPX Pelayanan yg tidak profesional, Buruk, sering lewat dari estimasi, komplain ke CS, jawaban CS hanya itu itu saja, tidak ada pembenahan yg tepat, SPX tidak seperti jasa lain, yg setiap pengantaran barang di sertakan nama kurir, dan nomer telpon kurir yg akan mengantar, karena ini kurir SPX bisa se enaknya saja mau antar atau tidak pada estimasi yg di tentukan, SHOPEE apk kecil, namun dengan kurir2 yg sperti kura2 SHOPEE akan buruk di mata pengguna",spx layan tidak profesional buruk sering lewat estimasi komplain cs jawab cs tidak benah tepat spx tidak jasa antar barang serta nama kurir nomer telpon kurir antar kurir spx se enak mau antar tidak estimasi tentu kecil kurir sperti kura buruk mata guna,1,Negatif,2026-05-12 19:40:29,76,43,0
Oke banget,banget,5,Positif,2026-05-12 19:38:15,2,1,0
"dengan banyaknya vocer gratis ongkir aku belanja jadi happy 😁 terimakasih shope aplikasi ini mmg juara vocer dan diskon..secinta itu aku sama shope hingga aku gak punya aplikasi belanja lain jaya selalu,shope sll dihati ❤️🫰",banyak vocer gratis ongkos kirim belanja jadi happy terimakasih mmg juara vocer diskon cinta sama hingga tidak punya belanja jaya selalu sll hati,5,Positif,2026-05-12 19:34:50,35,23,2
aplikasi kebanyakan iklan gajelas,banyak iklan gajelas,1,Negatif,2026-05-12 19:32:52,4,3,0
sangat oke sekali,sangat sekali,5,Positif,2026-05-12 19:31:56,3,2,0
verifikasi KTP tertolak padahal format sudah sesuai.,verifikasi ktp tolak padahal format sesuai,1,Negatif,2026-05-12 19:31:47,7,6,0
menurut ku shoope bagusss bangett dann menurutku aplikasih yanggggg memuaskannnnnn terimakasih shoppe kuu,shoope bagusss bangett dann turut aplikasih yanggggg memuaskannnnnn terimakasih kuu,5,Positif,2026-05-12 19:28:52,13,10,0
"shopee ga guna saya komplain dari kemarin pesanan saya statusnya sudah terkirim tapi saya ga menerima barang. paket saya yang dateng harusnya dua, tapi yang ditaro kurir di rumah saya cuma satu, saya sudah cari cari paketnya gaada, saya minta no kurir gabisa, tiktok shop aja bisa otomatis dapet no kurir, hubungi cs shopee gabisa malah yang bales ai, terus minta pengembalian dana malah ditolak, dengan alasan paket sudah terkirim, padahal saya belum menerima paketnya. aplikasi payah, gaada solusi.",tidak komplain kemarin pesan status kirim tidak terima barang paket dateng harus ditaro kurir rumah cuma satu cari cari paket gaada minta no kurir gabisa tiktok shop otomatis no kurir hubung cs gabisa malah bales ai terus minta kembali dana malah tolak alas paket kirim padahal belum terima paket payah gaada solusi,1,Negatif,2026-05-12 19:28:42,79,52,0
Cukup puaz dgn sopi,cukup puaz sopi,5,Positif,2026-05-12 19:28:28,4,3,2
sistemnya shopee makin kacau,sistem makin kacau,1,Negatif,2026-05-12 19:28:15,4,3,0
belanja lagi,belanja,5,Positif,2026-05-12 19:28:10,2,1,0
"buruk banget ngajuin retur udh 3minggu masih juga ngambang, bukti udh jelas tapi blm juga dipick up.. tolong diperbaiki Shopee nanya dicustomer service juga gk ada tanggapan, nggk jelas",buruk banget ngajuin retur minggu ngambang bukti jelas belum dipick up baik nanya dicustomer service tidak tanggap nggk jelas,1,Negatif,2026-05-12 19:28:04,29,19,0
barang produk yang di shopee barang nya bagus bagus dan sesuai👍👍😻,barang produk barang bagus bagus sesuai,5,Positif,2026-05-12 19:27:41,11,6,0
shope sangat bagus,sangat bagus,5,Positif,2026-05-12 19:26:28,3,2,0
SANGAT SANGAT MEMUASKAN HARGANYA TERJANGKAU BARANGNYA BAGUS SEMUA TRIMAKASIH SHOPEE,sangat sangat muas harga jangkau barang bagus semua trimakasih,5,Positif,2026-05-12 19:23:50,10,9,0
mending tiktok shop 5x pesan barang 5x juga paket di kembalikan ke toko tanpa pernah sampai di rumah,mending tiktok shop pesan barang paket kembali toko tanpa pernah rumah,5,Positif,2026-05-12 19:22:31,18,11,0
enakkk basreng nya GK kerasss,enakkk basreng tidak kerasss,5,Positif,2026-05-12 19:22:15,5,4,0
kalau bisa cod mau blanja kalau ga bisa yaudh,kalau bayar tempat mau blanja kalau tidak yaudh,5,Positif,2026-05-12 19:20:16,9,8,0
mantapppppp,mantapppppp,5,Positif,2026-05-12 19:16:04,1,1,0
shopee sekarang pengiriman nya lama bgtt,sekarang kirim lama bgtt,1,Negatif,2026-05-12 19:15:16,6,4,0
"tolong dibales ini kenapa ya abis saya update dan masuk aplikasi liat live tapi sedang mendownload stuck di 0% terus ga nambah nambah downloadnya, saya sudah coba pakai wifi dan data seluler sama saja padahal sinyal lancar, memory masih banyak 3gb, sebelum saya update masih bisa liat live sekarang saya update jadi gabisa liat live statusnya sedang mendownload stuck 0% beberapa menit ada tulisan download gagal",dibales abis update masuk liat live sedang mendownload stuck terus tidak nambah nambah downloadnya coba pakai wifi data seluler sama padahal sinyal lancar memory banyak gb update liat live sekarang update jadi gabisa liat live status sedang mendownload stuck beberapa menit tulis download gagal,4,Positif,2026-05-12 19:15:00,66,44,0
kok dak BS cod ya,kok dak bs bayar tempat,4,Positif,2026-05-12 19:13:42,5,5,0
sangat puas belanja di sopy,sangat puas belanja sopy,5,Positif,2026-05-12 19:09:58,5,4,0
apk makin berat,makin berat,1,Negatif,2026-05-12 19:08:18,3,2,0
"selama saya mainkan sagat puas layanan nya, trimakasih shopee",lama main sagat puas layan trimakasih,5,Positif,2026-05-12 19:08:16,9,6,0
bagus aja,bagus,5,Positif,2026-05-12 19:08:14,2,1,0
bilangnya next day tapi ga next day😹,bilang next day tidak next day,1,Negatif,2026-05-12 19:06:42,7,6,0
tombol terima pesanan kok hilang????,tombol terima pesan kok hilang,2,Negatif,2026-05-12 19:06:35,5,5,0
Aplikasi Terbaik Nomor 1.. Di Indonesia 🙏🙏 Sangat Membantu Buat Belanja 👍👍 The Bestt... 🙏🙏👍👍❤,baik nomor indonesia sangat bantu buat belanja the bestt,5,Positif,2026-05-12 19:02:40,15,9,0
trmksh brg sdh dtg dengan baik,trmksh barang dtg baik,5,Positif,2026-05-12 19:00:30,6,4,0
sllu memberikan yg 👍💯,sllu beri,5,Positif,2026-05-12 18:59:10,4,2,0
pedagang nakal tidak di buang,dagang nakal tidak buang,1,Negatif,2026-05-12 18:59:08,5,4,0
lemot banget shopee nya gara gara video muncul duluan,lambat banget gara gara video muncul duluan,5,Positif,2026-05-12 18:58:05,9,7,0
"update terus, kya panteq",update terus kya panteq,5,Positif,2026-05-12 18:57:06,4,4,0
saya bingung dl pernah daftar pk no lain. no ny hilang sm hp ny skrng pk no baru. mau aktif kan paylater jadi susah. mhn bantuan ny,bingung dl pernah daftar pk no no ny hilang sama hp ny sekarang pk no baru mau aktif kan paylater jadi susah mhn bantu ny,5,Positif,2026-05-12 18:57:06,27,25,0
"Sampai saat ini, shope masih yang terbaik, walaupun terkadang ongkirnya mahal",baik walaupun terkadang ongkirnya mahal,5,Positif,2026-05-12 18:57:04,11,5,0
sangat bagu,sangat bagu,5,Positif,2026-05-12 18:56:38,2,2,0
salau merasa aman dan nyaman belanja di shopee. mempermudah hidup jadi serba praktis. thanks shopee.,salau rasa aman nyaman belanja mudah hidup jadi serba praktis thanks,5,Positif,2026-05-12 18:56:04,15,11,0
ditingkatkan agar lebih outstanding 👍👍👍,tingkat lebih outstanding,5,Positif,2026-05-12 18:55:43,5,3,0
transferannya cepet,transfer cepat,5,Positif,2026-05-12 18:54:21,2,2,0
apl bagus.,apl bagus,5,Positif,2026-05-12 18:52:35,2,2,0
apk yg memperbudak driver instant,budak driver instant,1,Negatif,2026-05-12 18:52:24,5,3,0
saya heran kenapa minuman keras di jual bebas di shopee.sedangkan rokok ngak boleh di jual di shopee. padahal lebih berbahaya minuman keras dari pada rokok. orang berkelahi karena pengaruh miras. ngak ada riwayat nya orang berkelahi karena rokok,heran minum keras jual bebas rokok ngak jual padahal lebih bahaya minum keras rokok orang kelah pengaruh miras ngak riwayat orang kelah rokok,5,Positif,2026-05-12 18:51:43,38,23,0
lambat pesanan dari tanggal 5 sampe tanggal 12 gak sampe2. semakin buruk shope..,lambat pesan tanggal sampe tanggal tidak sampe makin buruk,1,Negatif,2026-05-12 18:51:43,13,9,0
pelayanan tidak bagus pesananan lama meski pakai kiriman instant,layan tidak bagus pesananan lama meski pakai kirim instant,1,Negatif,2026-05-12 18:51:24,9,9,0
sangat di sayangkan bnyak bug dan,sangat sayang bnyak bug,5,Positif,2026-05-12 18:50:55,6,4,0
"Aplikasi nya sudah sangat membantu untuk membeli barang tanpa harus keluar rumah. Tapi, masih banyak kekurangan. Yang pertama, barang yang muncul di konten video tidak sesuai dengan produk aslinya. Yang kedua, terlalu banyak iklan Shopee di aplikasi pihak lain, ini sangat mengganggu kenyamanan orang. Iklan Shopee selalu tidak muncul tanda silang untuk melewati iklan teresbut, dan terkadang, saya selalu masuk pada app Shopee secara tiba-tiba pada iklan.",sangat bantu beli barang tanpa keluar rumah banyak kurang pertama barang muncul konten video tidak sesuai produk asli dua terlalu banyak iklan pihak sangat ganggu nyaman orang iklan selalu tidak muncul tanda silang lewat iklan teresbut terkadang selalu masuk tiba tiba iklan,3,Netral,2026-05-12 18:50:31,67,42,1
sangat membantu buat belanja dn sangat baik,sangat bantu buat belanja dn sangat baik,5,Positif,2026-05-12 18:49:27,7,7,0
apk nya keren barang yang dikirim selalu sesuai pesanan,keren barang kirim selalu sesuai pesan,5,Positif,2026-05-12 18:47:32,9,6,0
Maa Syaa Allah bagus2 sekalii dan ramah pelayanannya,maa syaa allah bagus sekali ramah layan,5,Positif,2026-05-12 18:46:43,8,7,0
"keren , sangat membantu dan suport semua kebutuhan",keren sangat bantu suport semua butuh,5,Positif,2026-05-12 18:46:00,8,6,0
shoppe memang mantap,memang bagus,5,Positif,2026-05-12 18:45:39,3,2,0
sangat membantu dan memuaskan,sangat bantu muas,5,Positif,2026-05-12 18:42:34,4,3,0
Senang belanja di shopee selalu oke barangnya sampai dgn selamat kurirnya jg baik2 banget barang gak cocok bisa retur bintang 5 untuk Shopee,senang belanja selalu barang selamat kurir baik banget barang tidak cocok retur bintang,5,Positif,2026-05-12 18:42:15,23,13,0
is the best,is the best,5,Positif,2026-05-12 18:39:32,3,3,0
Semoga sukses selalu,moga sukses selalu,5,Positif,2026-05-12 18:39:01,3,3,0
shopee mantap,bagus,5,Positif,2026-05-12 18:37:59,2,1,0
pengiriman tepat waktu,kirim tepat waktu,5,Positif,2026-05-12 18:37:01,3,3,0
aplikasinya sangat bagus memudahkan semuanya pokoknya aplikasinya sangat-sangat bagus dan saya sangat merasa puas,aplikasi sangat bagus mudah semua pokok aplikasi sangat sangat bagus sangat rasa puas,5,Positif,2026-05-12 18:36:16,14,13,0
"min, kok promo hemat/paket ekonomis di shoppefood udah jrg ada yak? jujur aja itu ngebantu anak kos bgt min.. demi apapun akun shoppe saya, udah 4 hari gak ada promo ekonomis ptgan 5rb itu :( SEDIH JUJURLY, min harga makanan di shoppefood mahal² bgt, promonya kencengin donkk buat nak kosss 🤗🤗",min kok promo hemat paket ekonomis shoppefood jrg jujur ngebantu anak kos banget min apa akun hari tidak promo ekonomis ptgan rb sedih jujurly min harga makan shoppefood mahal banget promonya kencengin donkk buat nak kosss,5,Positif,2026-05-12 18:32:00,51,36,0
lebih baik lagi,lebih baik,4,Positif,2026-05-12 18:30:17,3,2,0
tidak pernah kecewa,tidak pernah kecewa,5,Positif,2026-05-12 18:26:20,3,3,0
sejauhh ini bagus cuma kurir dan pengiriman nya yg bitang satu,sejauhh bagus cuma kurir kirim bitang satu,5,Positif,2026-05-12 18:24:34,11,7,0
setiap pesan selalu cepat dalam pengirimannya,pesan selalu cepat kirim,5,Positif,2026-05-12 18:22:48,6,4,0
akurat cepat tepat,akurat cepat tepat,2,Negatif,2026-05-12 18:20:14,3,3,0
Bagus mantaf,bagus mantaf,5,Positif,2026-05-12 18:19:29,2,2,0
buruk complain tidak pernah di tanggapi.,buruk complain tidak pernah tanggap,1,Negatif,2026-05-12 18:17:18,6,5,0
mohon kepada shopee kenapa kurir nya selalu Gonta ganti alhasil barang selalu tidak sampai dengan alasan alamat tidak jelas,mohon kurir selalu gonta ganti alhasil barang selalu tidak alas alamat tidak jelas,5,Positif,2026-05-12 18:14:54,19,13,0
menarik dan cepat,tarik cepat,5,Positif,2026-05-12 18:13:56,3,2,0
"apk nya sangat bagus tapi tidak dengan pengiriman nya, pengirimannya sangat buruk. Semoga kedepan nya shopee mencari vendor pengiriman yg lebih bagus lagi, dan jangan kerja sama dengan spx lagi..",sangat bagus tidak kirim kirim sangat buruk moga depan cari vendor kirim lebih bagus jangan kerja sama spx,1,Negatif,2026-05-12 18:13:30,30,18,0
kenapa akun ku tidak bisa cod udah dua bulan lamanya,akun tidak bayar tempat bulan lama,5,Positif,2026-05-12 18:11:37,10,6,0
dulu saya slalu di lazada semenjak kenal shopee saya jadi love .mudah dalam belanja ..,dulu slalu lazada semenjak kenal jadi love mudah belanja,5,Positif,2026-05-12 18:11:02,15,9,0
Harga nya tinggi yang berlebihan,harga tinggi lebih,1,Negatif,2026-05-12 18:10:56,5,3,0
play protwk telah mem veryfikasi shopi indonesia bagaimana ini bisa terjadi mohon dikonfirmasi.,play protwk mem veryfikasi shopi indonesia bagaimana jadi mohon konfirmasi,1,Negatif,2026-05-12 18:10:40,13,10,0
"Aplikasi Jahanam, menyengsarakan Driver. maunya Keuntungan gak peduliiin Driver.",jahanam sengsara driver mau untung tidak peduliiin driver,1,Negatif,2026-05-12 18:10:33,9,8,0
sering bikin kecewa tapi cocok buat yg males belanja di pasar tinggal pesen di shopee aja,sering bikin kecewa cocok buat males belanja pasar tinggal sen,5,Positif,2026-05-12 18:10:19,16,10,0
sangat terbantu dengan shopee,sangat bantu,5,Positif,2026-05-12 18:09:23,4,2,0
"cukup memudahkan aktivitas jual beli, apa lagi yang susah di cari di toko offline malah ada di shopee",cukup mudah aktivitas jual beli apa susah cari toko offline malah,5,Positif,2026-05-12 18:09:00,18,11,0
ekspedisinya ngawur saya pesan paket tokonya dari jawa harusnya ke Sulawesi tapi rutenya ke Kalimantan trus balik lagi ke jawa baru ke Sulawesi apa apan ini... mau sebulan belum sampe,ekspedisi ngawur pesan paket toko jawa harus sulawesi rute kalimantan trus balik jawa baru sulawesi apa apan mau bulan belum sampe,1,Negatif,2026-05-12 18:06:51,30,21,0
Mantap ya bagaimana gaiss,bagus bagaimana gaiss,5,Positif,2026-05-12 17:59:50,4,3,0
"aplikasi ini sangat buruk dari pengiriman dan barang palsu nya dan lebih mengecewakan lagi pihak shopee nya berpihak kuat dan bekerja dengan seler penipu, saya mengajukan return bahwa barang rusak/tidak bisa dipakai ntuk kalian yg ingin berbelanja online lebih baik hindari aplikasi busuk ini dikarenakan tidak akan bertanggung jawab atas semua pembelian kalian walaupun mengajukan return dengan bukti yg jelas, dan satu lagi tidak ada proteksi itu bohong besar saya mengajukan clime proteksi ditolak",sangat buruk kirim barang palsu lebih kecewa pihak pihak kuat kerja seler tipu aju return barang rusak tidak pakai ntuk kalian belanja online lebih baik hindar busuk karena tidak tanggung jawab atas semua beli kalian walaupun aju return bukti jelas satu tidak proteksi bohong besar aju clime proteksi tolak,1,Negatif,2026-05-12 17:59:29,74,49,1
bagus.nhanya sj kurirx lambat membawa ke rumah,bagus nhanya sj kurirx lambat bawa rumah,5,Positif,2026-05-12 17:59:11,7,7,0
oke pokonya,poko,5,Positif,2026-05-12 17:57:13,2,1,0
pas login kamera tidak terhubunh aneh,pas login kamera tidak terhubunh aneh,3,Netral,2026-05-12 17:51:18,6,6,0
bagus tp agrept trs,bagus agrept trs,5,Positif,2026-05-12 17:50:58,4,3,0
pengiriman shopee sekarang lambat banget,kirim sekarang lambat banget,2,Negatif,2026-05-12 17:50:19,5,4,0
untuk antar pulau gratis ongkir Shopee terbaik,antar pulau gratis ongkos kirim baik,5,Positif,2026-05-12 17:49:39,7,6,0
"nggak kira-kira potongan buat penjualnya Min. transaksi 150rb, potongan 15rb. parah!!",tidak kira kira potong buat jual min transaksi rb potong rb buruk,1,Negatif,2026-05-12 17:47:31,11,12,0
woke,woke,5,Positif,2026-05-12 17:47:08,1,1,0
maaf saran saya iklannya satu layar saja(itu yg vidio in itu yg di jual) 🙏,maaf saran iklan satu layar vidio in jual,5,Positif,2026-05-12 17:47:04,15,8,0
pembayaran setiap tgl 1 sudah di bayarkan. limit kredit paylater masih ada. tapi sudah beberapa kali pesanan di batalkan oleh SHOPEE dengan alasan karena tidak ada pembayaran.,bayar tgl bayar limit kredit paylater beberapa kali pesan batal alas tidak bayar,1,Negatif,2026-05-12 17:45:59,27,13,0
dsini saya belanja sangattt murahhh sekaliiii,dsini belanja sangattt murahhh sekaliiii,5,Positif,2026-05-12 17:44:39,6,5,0
Shopee dapat dipercaya,percaya,5,Positif,2026-05-12 17:43:36,3,1,0
sangat mudah belanja di shopee pengiriman cepat trikasih shopee,sangat mudah belanja kirim cepat trikasih,5,Positif,2026-05-12 17:42:40,9,6,0
bikin hari Selasa 12 mei mei 2026 Shope ada cod,bikin hari selasa mei mei bayar tempat,5,Positif,2026-05-12 17:40:53,10,7,0
CS nya BIKIN EMOSI SEMUA BAIK SHOPEE SENDIRI ATAUPUN SPX.. PAKET TELAT SEMUA. KOMPENSASI VOUCHER TIDAK PERNAH KE PAKAI.. 10K HARUS BELANJA LAGI 100K CUMA 10% MENDING KE COIN AJA MALAH KEPAKEK..,cs bikin emosi semua baik sendiri atau spx paket telat semua kompensasi voucher tidak pernah pakai belanja cuma mending coin malah kepakek,1,Negatif,2026-05-12 17:40:38,32,22,1
Nice app semua jadi lebih mudah dan murah. trmakasih shopee.,nice semua jadi lebih mudah murah trmakasih,5,Positif,2026-05-12 17:40:10,10,7,0
olshop terlengkap👍👍👍👍👍,olshop lengkap,5,Positif,2026-05-12 17:37:52,2,2,0
"bagus sih cuman tolong kalau membuat iklan tuh jangan tombol x nya palsu sama kalau lagi main game,ngedit dan nonton sering masuk sendiri ke aplikasi ini tolong diperbaiki",bagus cuman kalau buat iklan tuh jangan tombol palsu sama kalau main game ngedit nonton sering masuk sendiri baik,3,Netral,2026-05-12 17:36:07,28,19,0
jadi males buka shope biasanya pas waktu luang lihat2 barang tpi skrang di buka langsung ada live.males banget,jadi males buka biasa pas waktu luang lihat barang skrang buka langsung live males banget,1,Negatif,2026-05-12 17:34:00,18,15,0
woy shopeee lu sadar gak sih aplikasi semakin berat mana kalo mau cari ini yg muncul iphone buka food malah iphone ga jelas bangef,woy shopeee lu sadar tidak makin berat mana kalau mau cari muncul iphone buka food malah iphone tidak jelas bangef,1,Negatif,2026-05-12 17:30:56,24,20,0
murah tapi gak murahan,murah tidak murah,5,Positif,2026-05-12 17:30:38,4,3,0
aplikasi shopee saya kadang buat pmbyarn cod kadang bisa kadang gk bisa..knp yachh,kadang buat pmbyarn bayar tempat kadang kadang tidak knp yachh,5,Positif,2026-05-12 17:29:08,13,10,0
Hp murah,hp murah,1,Negatif,2026-05-12 17:27:16,2,2,0
pengiriman lama sudah melewati batas estimasi tetapi paket tidak bergerak (stuck),kirim lama lewat batas estimasi paket tidak gerak stuck,1,Negatif,2026-05-12 17:24:32,11,9,0
"jangan kebanyakan update, silahkan kembangkan aplikasi ini sebagus mungkin, kalo udah bagus menurut kalian baru update aplikasi tersebut,,, semakin sering update semakin sering ema ema males install, berat jika terus menerus update",jangan banyak update silah kembang bagus mungkin kalau bagus kalian baru update sebut makin sering update makin sering ema ema males install berat terus terus update,5,Positif,2026-05-12 17:24:21,32,26,0
shopee sangat bagus mudah memesan barang dan murah,sangat bagus mudah mes barang murah,5,Positif,2026-05-12 17:24:09,8,6,0
pelayanan buruk.,layan buruk,1,Negatif,2026-05-12 17:23:58,2,2,0
Oke gak jadi brisik aplikasi nya bagus 👍,tidak jadi brisik bagus,5,Positif,2026-05-12 17:23:11,8,4,0
trimakasih ya,trimakasih,5,Positif,2026-05-12 17:20:26,2,1,0
aplikasi yang sangat membantu,sangat bantu,5,Positif,2026-05-12 17:15:19,4,2,0
"layanan pengiriman spx nya buruk, bertele-tele. padahal barang sudah sampai di kota tujuan, malah dibawa lagi keluar kota. jangan belanja disini!",layan kirim spx buruk tele tele padahal barang kota tuju malah bawa keluar kota jangan belanja sini,1,Negatif,2026-05-12 17:12:32,21,17,0
Semua yang kita butuhkan ada di shopee 🙏,semua butuh,5,Positif,2026-05-12 17:12:06,8,2,0
apk ga bertanggung jawab status paket dan foto nya sudah tiba di letakan di bawah lantai sembarangan ga lama saya plng saya cek paket saya paket sudah gda atau hilang ngajuin pengembalian malah di tolak dana saya ga di kembalikan padahal pihak ekspedisi kurir nya dri shopee nya sendiri (spx) tpi shopee gamau tanggung jawab bgt!!!,tidak tanggung jawab status paket foto tiba leta bawah lantai sembarang tidak lama plng cek paket paket gda hilang ngajuin kembali malah tolak dana tidak kembali padahal pihak ekspedisi kurir sendiri spx gamau tanggung jawab banget,1,Negatif,2026-05-12 17:09:54,56,36,0
"sabar ya belanja di aplikasi ini, berusahalah untuk tidak kecewa",sabar belanja usaha tidak kecewa,3,Netral,2026-05-12 17:09:35,10,5,0
makin nyaman belanja di sini,makin nyaman belanja sini,5,Positif,2026-05-12 17:08:13,5,4,0
suka belanja di shopee,suka belanja,5,Positif,2026-05-12 17:06:22,4,2,0
shopee playleter rentenir Jagan sekali-kali pinjam di shopee paylater tukang tipu sama aja kita pinjam ke mata elang,playleter rentenir jagan sekali kali pinjam paylater tukang tipu sama pinjam mata elang,1,Negatif,2026-05-12 17:05:07,18,13,0
Selalu puas belanja di sini. Sangat membantu dan lengkap. harga barang cukup merakyat,selalu puas belanja sini sangat bantu lengkap harga barang cukup rakyat,5,Positif,2026-05-12 17:05:05,13,11,0
"pengiriman sekarang sangat buruk, molor berhari-hari dari estimasi",kirim sekarang sangat buruk molor hari hari estimasi,1,Negatif,2026-05-12 17:02:25,8,8,0
"sangat baik, puas belanja di shopee",sangat baik puas belanja,5,Positif,2026-05-12 17:02:14,6,4,0
enak banget transaksi mudah,enak banget transaksi mudah,5,Positif,2026-05-12 17:01:44,4,4,0
karna bisa memesan pakan saja,mes pakan,5,Positif,2026-05-12 17:01:17,5,2,0
kenapa shopee saya pas selesai di update jadi sering ngelag gak bisa scrol gak bisa nonton shopee video gimna ni min,pas selesai update jadi sering ngelag tidak scrol tidak nonton video gimna ni min,4,Positif,2026-05-12 17:00:34,21,14,0
Memuaskan,muas,5,Positif,2026-05-12 16:58:23,1,1,0
selalu terdepan !!!,selalu depan,5,Positif,2026-05-12 16:58:06,3,2,0
shopee percuma gua bayar VIP kalo voucher kgk bisa di pake dari beberapa hari ini kena m02 terus.,percuma gua bayar vip kalau voucher kgk pake beberapa hari kena terus,1,Negatif,2026-05-12 16:56:25,18,12,0
bagusss bngett aplikasih shopee inii semogaa makinn majuuu,bagusss bngett aplikasih ini semogaa makinn majuuu,5,Positif,2026-05-12 16:55:59,8,7,0
toko yg pre order di tutup aj karna pelayananya yg lama,toko pre order tutup aj pelayananya lama,1,Negatif,2026-05-12 16:55:01,11,7,0
"menarik untuk di ikuti,,,",tarik ikut,5,Positif,2026-05-12 16:54:11,4,2,0
kren banget shopee,kren banget,5,Positif,2026-05-12 16:53:57,3,2,0
"mudah,,retur brang gak ribet memuaskan 😁👍",mudah retur brang tidak ribet muas,5,Positif,2026-05-12 16:51:09,6,6,0
nice bangget,nice bangget,5,Positif,2026-05-12 16:47:12,2,2,0
"ini apk online store atau game online, berat ga kira-kira",online store game online berat tidak kira kira,1,Negatif,2026-05-12 16:45:33,10,8,0
pengiriman sekarang lelet banget padahal estimasi hari ini dan barang sudah di lokasi akhir dari semalam sampai sore tidak ada pergerakan lagi udah laporan di percepat sama aja dan saya pesan di tiktok tgl pesan sama tapi pengantaran sangat cepat jadi mikir mikir lagi belanja di shopee untuk sekarang ini karena pengiriman tidak jelas,kirim sekarang lambat banget padahal estimasi hari barang lokasi akhir malam sore tidak gera lapor cepat sama pesan tiktok tgl pesan sama antar sangat cepat jadi mikir mikir belanja sekarang kirim tidak jelas,1,Negatif,2026-05-12 16:44:57,54,33,2
bismillahirohmanirohim semangat berjuang rupiah tks,bismillahirohmanirohim semangat juang rupiah tks,5,Positif,2026-05-12 16:43:44,5,5,0
"Shopee selalu di hati lah sebelum bobo buka Shopee tengok flash' sale discoun produk incaran yg turun harga bangun pagi cek Shopee lagi check-in koin pecahin telur tuk dapat koin sempatin check-in divideo Shopee nonton bentar karena koinnya lumayan bisa potong belanjaan di Shopee siang makan siang buka Shopee lagi check paket apa yang nyampe dan seterusnya Shopee dah semoga makin lebih keren lagi deh harapannya tuk Shopee dan makin sukses gemilang, untung ada Shopee deh aku deh Shopee ❤️",selalu hati bobo buka tengok flash sale discoun produk incar turun harga bangun pagi cek check in koin pecahin telur tuk koin sempatin check in video nonton bentar koin lumayan potong belanja siang makan siang buka check paket apa nyampe dah moga makin lebih keren harap tuk makin sukses gemilang untung,5,Positif,2026-05-12 16:41:39,80,51,1
Ok sih.. Tapi sayang belum update versi pembayaran.. kan sekarang udah bisa pakai e-wallet..,sayang belum update versi bayar kan sekarang pakai wallet,5,Positif,2026-05-12 16:41:23,14,9,0
aplikasi tolol. iklan yang banyak. sistem eror,tolol iklan banyak sistem eror,1,Negatif,2026-05-12 16:39:02,7,5,0
Semoga bisa di instal ya allah,moga instal allah,3,Netral,2026-05-12 16:37:01,6,3,0
shopee adalah sarana atau wadah tempat Kita berbelanja terlengkap dan termurah dengan fitur layanan yang mantap dan sangat memuaskan,sarana wadah tempat belanja lengkap murah fitur layan bagus sangat muas,5,Positif,2026-05-12 16:36:25,19,11,1
excellent services,excellent services,5,Positif,2026-05-12 16:32:32,2,2,0
pengiriman cepat dan barang aman,kirim cepat barang aman,5,Positif,2026-05-12 16:29:22,5,4,0
mudah untuk membeli sesuatu dishopee,mudah beli dishopee,5,Positif,2026-05-12 16:26:54,5,3,0
Pengiriman baik & cepat,kirim baik cepat,5,Positif,2026-05-12 16:26:13,4,3,0
harganya mahal sama seperti belanja di toko offline,harga mahal sama belanja toko offline,1,Negatif,2026-05-12 16:19:58,8,6,0
"shoppe mohon di bantu .. belakangan ini sudah 3x saya di teror pemblokiran akun .. terkait boxing dn upload fhoto .. barang .. sedangkan saya selalu mengikuti , dan selalu upload fhoto bahkan video ambosing.. saya tidak nyaman tolong bantu ..",mohon bantu belakang teror blokir akun kait boxing dn upload fhoto barang selalu ikut selalu upload fhoto bahkan video ambosing tidak nyaman bantu,5,Positif,2026-05-12 16:17:05,41,23,0
"mohon untuk shopee tingkatkan kualitas layanan saya beli paket tombol set +flexsibel on of volume redmi 9fullset dari yang harganya 18,500 kenapa nyampe rumah jadi 26 ribu tolong min ini gimana",mohon tingkat kualitas layan beli paket tombol set flexsibel on of volume redmi fullset harga nyampe rumah jadi ribu min gimana,2,Negatif,2026-05-12 16:16:40,31,21,9
bagus banget barang yg dipesen sama aku aaa the best deh pokoknya🤤,bagus banget barang sen sama aaa the best pokok,5,Positif,2026-05-12 16:16:04,12,9,0
